20,18,20,22,25,26,29,32,22,21,20,19,16,15,20,22,13,17,6,5,1,15,18,11,13,38,23,26,28,30,47,22,22,22,22,17,30,25,23,39,6,18,9,23,20,23,34,16,18,60,23,18,20,19,24,24,23,26,26,23,22,24,22,15,12,14,24,7,22,21,26,23,18,22,16,15,22,23,20,18,21,46,15,24,23,17,17,17,23,14,36,18,64,24,31,31,31,30,22,22,22,22,38,27,21,22,29,31,24,24,25,25,25,18,28,56,24,54,49,20,24,28,24,23,22,22,22,55,25,27,27,10,4,4,4,4,3,20,10,21,27,19,19,23,28,18,21,12,26,26,27,15,20,20,22,21,13,17,20,26,25,9,21,21,21,22,14,22,21,23,21,35,37,11,15,20,22,56,49,21,23,28,30,31,21,20,26,25,12,14,21,21,22,13,13,62,19,20
16,14,16,14,18,22,25,28,18,15,18,14,19,13,16,12,9,9,15,10,15,1,3,4,9,26,7,10,13,15,32,14,18,16,18,13,26,17,13,23,15,2,11,17,15,19,18,16,14,44,13,3,5,15,18,11,18,22,11,15,18,20,18,21,18,21,20,16,18,17,22,17,19,16,15,11,16,20,4,2,5,30,11,14,12,2,2,1,17,10,32,14,48,20,16,16,16,14,7,9,9,9,34,23,17,18,14,15,8,8,10,9,9,11,19,52,18,39,33,5,20,12,18,15,18,18,18,39,9,23,23,17,19,19,19,19,19,18,16,14,14,23,22,20,16,20,5,20,13,14,14,22,13,16,7,23,10,13,16,14,16,17,16,17,16,18,12,19,17,18,20,31,33,13,8,5,16,41,34,5,7,19,18,27,15,5,10,10,14,5,17,17,18,6,6,46,17,16
19,18,16,14,18,25,29,32,22,18,21,17,22,16,18,13,13,13,18,13,18,3,1,7,9,23,8,9,12,14,31,15,21,20,21,13,30,18,14,22,18,3,14,20,19,22,17,20,17,43,14,3,1,15,21,12,21,25,11,16,21,22,20,24,21,25,23,19,21,18,24,20,23,19,18,15,20,24,8,5,9,29,14,15,12,5,5,5,20,14,36,17,47,22,15,15,15,13,11,11,11,11,38,25,19,18,12,14,9,9,10,10,10,14,20,56,21,38,32,2,22,13,21,15,22,21,18,38,13,26,27,20,22,22,22,22,22,22,19,17,15,26,25,24,16,23,2,24,14,14,15,25,16,16,3,27,10,16,16,14,17,21,20,20,20,21,15,22,20,22,23,35,36,16,11,3,18,40,33,9,11,18,17,31,19,1,8,7,18,7,21,20,20,9,9,45,21,20
15,13,15,17,20,21,24,27,20,18,18,16,17,12,15,16,9,12,12,6,11,4,7,1,5,30,11,15,17,20,36,17,21,19,17,9,25,20,17,27,12,7,7,20,17,21,23,15,15,49,17,7,9,11,20,15,21,21,15,18,16,19,17,19,17,20,22,13,20,15,21,20,19,19,14,10,19,21,9,6,9,34,10,18,16,6,6,5,19,10,31,13,52,19,21,21,21,19,11,13,13,13,33,22,15,14,18,19,12,12,14,13,13,13,23,51,21,43,37,9,19,16,21,18,20,20,17,43,13,22,22,16,15,15,15,15,15,18,15,16,19,21,20,21,20,19,9,17,17,18,18,20,15,12,11,22,6,15,12,18,20,14,18,19,18,20,11,20,19,20,20,30,32,8,4,9,19,45,38,10,11,23,22,26,18,9,15,14,13,3,16,16,17,1,1,51,17,15
21,19,20,23,26,27,30,33,26,24,24,22,23,18,20,22,15,18,15,9,13,9,9,5,1,24,17,19,21,24,40,23,26,25,23,3,31,26,23,31,15,12,13,26,23,26,27,21,21,53,23,13,8,5,26,21,26,27,21,24,22,24,23,24,21,23,28,16,26,21,27,26,24,25,20,16,25,27,14,12,15,38,16,24,21,11,11,11,25,16,37,19,56,24,25,25,25,23,17,19,19,19,39,27,21,8,22,24,18,18,20,19,19,19,28,57,27,47,41,11,25,22,26,24,26,26,22,47,19,27,28,18,17,17,17,17,17,23,19,22,24,26,26,27,26,25,11,20,23,24,24,23,21,6,10,28,1,20,6,23,25,17,24,24,24,25,17,25,24,26,26,36,37,14,9,12,24,49,42,15,17,27,27,32,23,11,17,16,19,8,22,22,23,5,5,55,22,21
39,40,37,35,33,46,49,52,45,41,44,40,46,39,41,36,36,36,40,33,38,26,23,30,24,1,31,24,23,28,30,38,45,43,41,25,51,38,37,36,40,26,37,44,42,45,32,43,40,46,37,26,24,23,44,35,44,48,27,36,42,45,43,48,44,47,46,41,44,41,47,43,46,42,41,38,43,47,31,29,32,32,38,38,35,28,28,28,43,37,56,41,50,45,29,29,29,28,34,34,34,34,58,48,40,22,23,25,32,32,33,31,33,37,41,76,44,37,31,25,45,28,44,36,45,44,39,37,36,47,48,43,42,42,42,42,42,45,43,40,38,49,49,47,39,47,25,45,37,38,38,48,39,24,26,50,25,40,31,37,38,42,43,44,43,45,39,45,44,45,46,55,56,39,34,26,41,39,32,32,34,32,31,52,42,24,31,30,41,30,40,40,41,29,30,45,44,40
12,12,8,6,10,19,22,25,15,12,14,10,18,12,10,5,11,8,18,18,23,7,8,11,17,31,1,7,9,8,28,7,15,13,14,21,23,9,6,19,18,10,16,14,13,15,15,16,12,41,6,10,9,23,14,4,15,17,3,7,15,14,12,20,19,21,16,19,14,10,16,14,18,13,13,10,13,17,12,10,11,27,12,7,4,9,9,9,13,12,29,15,45,14,9,9,9,11,13,12,12,12,31,17,11,26,10,12,1,1,2,2,2,9,12,49,15,35,29,10,14,4,14,7,15,15,10,35,7,20,20,18,27,27,27,27,26,16,17,12,7,21,21,17,8,19,10,23,6,6,7,22,11,24,11,20,18,11,24,6,9,20,14,15,14,15,13,16,15,16,16,28,30,18,15,11,10,37,30,13,14,11,11,24,13,9,16,15,16,12,13,13,12,13,13,43,16,13
15,16,13,11,9,22,25,28,22,19,21,17,25,19,17,12,18,15,25,21,26,10,9,15,19,24,7,1,2,4,21,14,22,20,17,22,27,14,13,12,25,10,22,21,20,22,8,23,19,34,13,8,11,25,21,11,22,24,3,12,18,21,19,27,26,28,23,26,21,17,23,21,25,20,21,17,20,24,15,13,16,19,19,14,11,12,12,12,20,19,32,22,37,21,5,5,5,4,18,17,17,17,34,24,16,28,3,5,8,7,9,6,9,16,17,52,22,28,22,11,21,4,22,12,22,22,15,28,14,23,24,25,30,30,30,30,30,23,24,19,14,28,28,24,15,26,9,30,13,13,14,29,18,26,13,27,20,19,26,13,14,28,21,22,21,22,20,23,22,23,23,31,32,24,19,7,17,30,23,16,18,8,7,28,20,11,13,16,23,16,16,16,17,17,17,36,23,16
17,19,15,13,12,25,27,30,25,21,24,19,28,21,19,15,20,17,28,23,28,13,12,17,21,23,9,2,1,7,19,17,25,23,20,25,29,17,15,15,28,12,24,24,23,25,10,26,22,31,15,10,13,27,24,13,24,26,6,15,21,23,22,29,28,30,26,29,24,20,25,23,28,22,23,20,23,27,18,15,18,17,22,17,14,15,15,14,23,21,34,25,35,23,8,8,8,6,20,20,20,20,36,26,18,30,1,2,10,10,12,9,11,19,19,54,24,26,20,14,23,6,24,14,25,24,17,26,17,25,26,27,32,32,32,32,32,26,27,22,16,31,31,27,18,28,12,32,15,16,16,32,21,28,15,29,22,21,28,16,16,30,24,24,24,25,23,25,24,26,26,33,35,26,21,10,20,28,21,19,20,10,9,30,23,13,16,19,25,18,18,18,19,19,19,34,26,18
10,11,10,8,4,18,20,23,21,18,21,17,26,20,13,11,16,16,23,26,30,15,14,20,24,28,8,4,7,1,23,12,21,20,12,27,22,11,12,17,24,15,22,19,21,22,12,23,20,38,12,13,16,29,21,12,21,19,4,9,14,17,16,27,24,28,23,25,21,14,19,20,26,19,21,14,20,24,20,18,19,24,17,13,12,17,17,17,20,17,27,20,42,17,1,1,1,3,21,21,21,21,29,20,13,32,7,9,9,9,10,10,10,17,13,47,21,30,24,16,18,9,21,9,22,21,12,30,15,18,19,23,34,34,34,34,33,24,22,20,15,29,29,24,16,27,14,29,14,14,15,28,19,30,18,27,25,19,31,12,10,26,22,22,22,21,18,22,22,24,23,26,27,23,24,12,18,32,25,21,23,3,2,23,21,16,18,21,21,20,11,11,12,21,21,38,24,11
33,35,32,30,28,41,44,47,43,40,42,38,46,40,35,33,38,36,45,42,47,32,31,36,40,30,28,21,19,23,1,34,43,41,36,44,45,33,34,15,46,31,43,41,41,43,20,44,40,16,34,29,32,46,42,32,43,42,24,31,37,40,38,48,46,49,45,47,42,36,42,42,46,41,42,36,41,45,37,34,37,2,40,35,32,34,34,33,41,39,51,43,20,39,24,24,24,25,39,38,38,38,53,43,35,49,20,21,29,29,30,28,30,37,35,71,43,7,1,33,40,25,43,31,43,43,34,7,35,42,43,45,51,51,51,51,51,44,45,40,35,49,49,45,36,47,31,51,34,34,35,50,39,47,34,48,41,40,47,34,32,48,42,43,42,43,41,44,43,44,44,50,51,45,40,29,38,9,2,38,39,26,26,46,41,32,34,37,43,37,35,34,35,38,38,14,44,35
5,6,2,5,9,13,16,19,12,9,12,8,18,11,6,2,8,7,16,18,22,14,15,17,23,38,7,14,17,12,34,1,12,11,8,26,17,8,2,27,16,17,14,11,12,13,22,15,12,48,3,18,17,29,12,3,12,13,11,6,9,10,9,19,17,20,14,17,12,7,12,11,18,10,13,7,11,15,19,17,14,34,10,4,11,16,16,16,11,9,23,13,52,10,13,13,13,15,13,12,12,12,25,13,5,32,17,19,8,8,9,9,9,9,10,43,12,41,36,17,10,12,12,6,13,12,4,42,14,13,14,16,26,26,26,26,26,14,15,12,6,21,21,15,8,18,17,21,5,6,6,21,9,30,19,18,24,11,30,5,7,18,13,13,13,12,11,13,13,15,14,22,23,16,21,18,10,43,36,18,14,12,12,18,12,17,23,22,13,18,7,6,6,19,19,49,15,7
13,12,12,15,19,19,23,25,1,3,2,5,9,8,9,10,12,9,16,21,22,18,21,21,26,45,15,22,25,21,43,12,1,1,15,30,24,18,11,35,16,21,18,4,4,1,30,16,6,56,11,21,23,32,4,12,1,10,18,16,15,7,10,11,14,12,2,18,1,9,9,1,11,2,8,11,2,3,23,20,16,42,13,12,15,20,20,20,3,13,30,17,60,8,22,22,22,24,14,14,14,14,32,10,14,35,25,27,16,16,17,17,17,10,20,50,2,50,44,23,11,20,3,16,1,1,14,50,17,20,21,19,26,26,26,26,26,6,19,8,12,11,10,3,13,12,24,16,14,14,13,15,9,33,25,6,27,9,33,14,17,19,5,6,5,1,14,2,5,4,4,29,30,19,25,23,7,52,45,19,16,21,22,25,6,23,29,28,17,23,15,14,16,23,23,58,7,14
12,11,11,13,18,18,21,24,2,1,3,3,10,7,8,8,11,7,16,20,22,16,20,19,25,43,13,20,23,20,41,11,1,1,14,28,22,16,9,33,16,19,17,3,5,2,28,15,7,54,9,20,21,31,3,10,2,12,17,14,14,9,9,12,16,13,3,18,1,8,11,1,12,2,8,10,2,5,21,19,14,40,12,10,13,18,18,18,1,12,28,15,58,7,21,21,21,23,12,12,12,12,30,12,13,34,24,25,14,14,16,15,15,9,18,49,1,48,43,22,12,18,4,14,2,1,13,49,15,19,20,18,27,27,27,27,26,7,17,7,10,12,12,5,11,13,22,17,12,12,11,16,7,32,23,8,26,9,32,12,16,19,6,7,6,2,13,2,7,6,5,27,29,18,23,22,5,50,43,18,14,20,20,23,7,21,27,27,16,21,14,13,15,21,21,56,8,13
2,3,5,8,8,8,8,11,15,13,16,13,18,12,7,10,8,9,15,18,22,18,21,17,23,41,14,17,20,12,36,8,15,14,1,26,12,11,11,30,16,21,14,11,15,15,25,15,13,51,11,21,23,28,16,11,16,11,17,9,3,11,10,20,16,20,17,17,15,8,11,14,18,14,14,6,14,18,23,20,16,37,10,12,15,20,20,19,14,9,15,13,55,11,13,13,13,15,14,14,14,14,17,11,5,31,20,22,15,15,17,16,16,10,13,35,15,43,37,23,11,19,16,9,15,15,7,43,17,9,10,15,26,26,26,26,26,17,15,13,14,22,21,18,16,19,24,21,13,14,14,20,12,29,25,21,24,12,29,12,10,18,16,16,16,16,11,16,16,18,18,14,15,15,21,23,15,45,38,19,16,10,12,13,15,23,29,28,13,18,4,3,4,19,19,51,16,4
